lon,lat,PGA-0.0004
22.92611,40.64528,1.996347E+00
22.92631,40.64517,2.001828E+00
22.92651,40.64507,2.005986E+00
22.92671,40.64496,2.008889E+00
22.92691,40.64486,2.010464E+00
22.92712,40.64475,2.011054E+00
22.92732,40.64465,2.010709E+00
22.92752,40.64454,2.009897E+00
22.92772,40.64443,2.008854E+00
22.92792,40.64433,2.007773E+00
22.92812,40.64422,2.006981E+00
22.92833,40.64412,2.006488E+00
22.92853,40.64401,2.006366E+00
22.92873,40.64391,2.006447E+00
22.92893,40.64380,2.006743E+00
22.92913,40.64370,2.006965E+00
22.92933,40.64359,2.007085E+00
22.92953,40.64349,2.006809E+00
22.92974,40.64338,2.006216E+00
22.92994,40.64328,2.005043E+00
22.93014,40.64317,2.003497E+00
22.93034,40.64307,2.001535E+00
22.93054,40.64296,1.999454E+00
22.93074,40.64286,1.997323E+00
22.93094,40.64275,1.995527E+00
22.93115,40.64265,1.994252E+00
22.93135,40.64254,1.993813E+00
22.93155,40.64244,1.994384E+00
22.93175,40.64233,1.996336E+00
22.93195,40.64222,1.999779E+00
22.93215,40.64212,2.004738E+00
22.93235,40.64201,2.011353E+00
22.93256,40.64191,2.019415E+00
22.93276,40.64180,2.028716E+00
22.93296,40.64170,2.038798E+00
22.93316,40.64159,2.049321E+00
22.93336,40.64149,2.059480E+00
22.93356,40.64139,2.068943E+00
22.93377,40.64128,2.077410E+00
22.93397,40.64118,2.084071E+00
22.93417,40.64107,2.088862E+00
22.93437,40.64097,2.091546E+00
22.93457,40.64086,2.092409E+00
22.93477,40.64076,2.091610E+00
22.93497,40.64065,2.089781E+00
22.93518,40.64055,2.087400E+00
22.93538,40.64044,2.085111E+00
22.93558,40.64034,2.083396E+00
22.93578,40.64023,2.082911E+00
22.93598,40.64013,2.083874E+00
22.93618,40.64002,2.086680E+00
22.93639,40.63992,2.091328E+00
22.93659,40.63981,2.097804E+00
22.93679,40.63971,2.105853E+00
22.93699,40.63960,2.115394E+00
22.93719,40.63950,2.125938E+00
22.93739,40.63939,2.137265E+00
22.93759,40.63928,2.148877E+00
22.93780,40.63918,2.160318E+00
22.93800,40.63907,2.171183E+00
22.93820,40.63897,2.180909E+00
22.93840,40.63886,2.189240E+00
22.93860,40.63876,2.195635E+00
22.93880,40.63865,2.199995E+00
22.93900,40.63855,2.201981E+00
22.93921,40.63844,2.201836E+00
22.93941,40.63834,2.199358E+00
22.93961,40.63823,2.195096E+00
22.93981,40.63813,2.189277E+00
22.94001,40.63802,2.182572E+00
22.94021,40.63792,2.175339E+00
22.94042,40.63781,2.168352E+00
22.94062,40.63771,2.161745E+00
22.94082,40.63760,2.156170E+00
22.94102,40.63750,2.151757E+00
22.94122,40.63739,2.148905E+00
22.94142,40.63729,2.147566E+00
22.94162,40.63718,2.147976E+00
22.94183,40.63708,2.150040E+00
22.94203,40.63697,2.153863E+00
22.94223,40.63686,2.159158E+00
22.94243,40.63675,2.166011E+00
22.94263,40.63664,2.173861E+00
22.94283,40.63653,2.182237E+00
22.94303,40.63642,2.190749E+00
22.94323,40.63631,2.198467E+00
22.94343,40.63620,2.205251E+00
22.94363,40.63610,2.210569E+00
22.94383,40.63599,2.214254E+00
22.94403,40.63588,2.216011E+00
22.94423,40.63578,2.215721E+00
22.94443,40.63567,2.213736E+00
22.94463,40.63557,2.210202E+00
22.94484,40.63546,2.205871E+00
22.94504,40.63535,2.201010E+00
22.94524,40.63525,2.196168E+00
22.94544,40.63514,2.192044E+00
22.94564,40.63503,2.188945E+00
22.94584,40.63493,2.187050E+00
22.94604,40.63482,2.186674E+00
22.94624,40.63471,2.187700E+00
22.94644,40.63461,2.189929E+00
22.94665,40.63450,2.193399E+00
22.94685,40.63440,2.197395E+00
22.94705,40.63430,2.201734E+00
22.94725,40.63419,2.206129E+00
22.94745,40.63409,2.210046E+00
22.94766,40.63399,2.213395E+00
22.94786,40.63388,2.215886E+00
22.94806,40.63378,2.217295E+00
22.94826,40.63368,2.217687E+00
22.94846,40.63357,2.217206E+00
22.94867,40.63347,2.215864E+00
22.94887,40.63336,2.213840E+00
22.94907,40.63326,2.211239E+00
22.94927,40.63316,2.208413E+00
22.94947,40.63305,2.205692E+00
22.94968,40.63295,2.203177E+00
22.94988,40.63285,2.200976E+00
22.95008,40.63274,2.199453E+00
22.95028,40.63264,2.198558E+00
22.95048,40.63254,2.198500E+00
22.95068,40.63243,2.199457E+00
22.95089,40.63233,2.201391E+00
22.95109,40.63222,2.204349E+00
22.95129,40.63212,2.208271E+00
22.95149,40.63202,2.213264E+00
22.95169,40.63191,2.219437E+00
22.95190,40.63181,2.226284E+00
22.95210,40.63171,2.233700E+00
22.95230,40.63160,2.242077E+00
22.95250,40.63150,2.251125E+00
22.95270,40.63140,2.260751E+00
22.95291,40.63129,2.270888E+00
22.95311,40.63119,2.280879E+00
22.95331,40.63108,2.290628E+00
22.95352,40.63100,2.299760E+00
22.95372,40.63092,2.307964E+00
22.95393,40.63084,2.314868E+00
22.95414,40.63076,2.320057E+00
22.95435,40.63069,2.323178E+00
22.95456,40.63061,2.324294E+00
22.95477,40.63053,2.323331E+00
22.95498,40.63046,2.320363E+00
22.95518,40.63038,2.315766E+00
22.95539,40.63029,2.309895E+00
22.95559,40.63019,2.303280E+00
22.95580,40.63009,2.296370E+00
22.95600,40.62998,2.289647E+00
22.95620,40.62987,2.283478E+00
22.95640,40.62977,2.278035E+00
22.95660,40.62966,2.273626E+00
22.95680,40.62955,2.270193E+00
22.95700,40.62945,2.267588E+00
22.95720,40.62934,2.265832E+00
22.95740,40.62924,2.264562E+00
22.95761,40.62913,2.263807E+00
22.95781,40.62902,2.263141E+00
22.95801,40.62892,2.262410E+00
22.95821,40.62880,2.261956E+00
22.95841,40.62869,2.261570E+00
22.95860,40.62856,2.262189E+00
22.95879,40.62842,2.263959E+00
22.95897,40.62826,2.267832E+00
22.95914,40.62809,2.273183E+00
22.95930,40.62789,2.281379E+00
22.95945,40.62769,2.289714E+00
22.95960,40.62748,2.297581E+00
22.95975,40.62728,2.304260E+00
22.95991,40.62708,2.309450E+00
22.96006,40.62688,2.312738E+00
22.96021,40.62667,2.314147E+00
22.96037,40.62647,2.313681E+00
22.96052,40.62627,2.311500E+00
22.96067,40.62606,2.308077E+00
22.96082,40.62586,2.303725E+00
22.96098,40.62566,2.299053E+00
22.96113,40.62545,2.294496E+00
22.96128,40.62525,2.290493E+00
22.96143,40.62505,2.287555E+00
22.96159,40.62485,2.286116E+00
22.96174,40.62464,2.286432E+00
22.96189,40.62443,2.288750E+00
22.96201,40.62420,2.293904E+00
22.96212,40.62395,2.301764E+00
22.96221,40.62369,2.311714E+00
22.96226,40.62341,2.322795E+00
22.96232,40.62313,2.333178E+00
22.96237,40.62286,2.341817E+00
22.96242,40.62258,2.348441E+00
22.96248,40.62230,2.353225E+00
22.96253,40.62202,2.356587E+00
22.96258,40.62175,2.359328E+00
22.96264,40.62147,2.362362E+00
22.96269,40.62119,2.366334E+00
22.96274,40.62091,2.371932E+00
22.96280,40.62064,2.379632E+00
22.96285,40.62036,2.389468E+00
22.96290,40.62008,2.401307E+00
22.96296,40.61980,2.414621E+00
22.96301,40.61952,2.428290E+00
22.96306,40.61925,2.441059E+00
22.96311,40.61897,2.451418E+00
22.96311,40.61869,2.457512E+00
22.96306,40.61841,2.458342E+00
22.96297,40.61815,2.454343E+00
22.96285,40.61791,2.446991E+00
22.96272,40.61768,2.437747E+00
22.96257,40.61748,2.428157E+00
22.96240,40.61731,2.419157E+00
22.96221,40.61716,2.411137E+00
22.96202,40.61702,2.404191E+00
22.96183,40.61689,2.398584E+00
22.96164,40.61675,2.394427E+00
22.96145,40.61661,2.391910E+00
22.96126,40.61648,2.391130E+00
22.96107,40.61634,2.391922E+00
22.96088,40.61621,2.394232E+00
22.96069,40.61607,2.397677E+00
22.96050,40.61593,2.401935E+00
22.96031,40.61580,2.406602E+00
22.96012,40.61566,2.411019E+00
22.95992,40.61553,2.414679E+00
22.95973,40.61539,2.417067E+00
22.95954,40.61525,2.417725E+00
22.95935,40.61512,2.416420E+00
22.95916,40.61498,2.412887E+00
22.95897,40.61485,2.407334E+00
22.95878,40.61471,2.399864E+00
22.95859,40.61457,2.390933E+00
22.95840,40.61444,2.381078E+00
22.95821,40.61430,2.370624E+00
22.95802,40.61416,2.360054E+00
22.95783,40.61403,2.349782E+00
22.95764,40.61389,2.339366E+00
22.95745,40.61374,2.329054E+00
22.95733,40.61351,2.312676E+00
22.95724,40.61326,2.293945E+00
22.95721,40.61297,2.274909E+00
22.95723,40.61269,2.258919E+00
22.95725,40.61240,2.247014E+00
22.95727,40.61212,2.239712E+00
22.95729,40.61183,2.236744E+00
22.95731,40.61155,2.237787E+00
22.95734,40.61126,2.241887E+00
22.95736,40.61098,2.247999E+00
22.95738,40.61069,2.254858E+00
22.95740,40.61041,2.261661E+00
22.95742,40.61012,2.267452E+00
22.95745,40.60984,2.272075E+00
22.95747,40.60955,2.275026E+00
22.95749,40.60927,2.276708E+00
22.95751,40.60898,2.277209E+00
22.95753,40.60870,2.277258E+00
22.95756,40.60841,2.277347E+00
22.95758,40.60813,2.278350E+00
22.95760,40.60784,2.280863E+00
22.95762,40.60756,2.285739E+00
22.95764,40.60727,2.292970E+00
22.95767,40.60699,2.302568E+00
22.95770,40.60671,2.313984E+00
22.95775,40.60643,2.326266E+00
22.95781,40.60616,2.338040E+00
22.95789,40.60589,2.347767E+00
22.95796,40.60562,2.353892E+00
22.95804,40.60535,2.356294E+00
22.95811,40.60508,2.355904E+00
22.95819,40.60481,2.354949E+00
22.95827,40.60455,2.356171E+00
22.95834,40.60428,2.361696E+00
22.95842,40.60401,2.373350E+00
22.95849,40.60374,2.391030E+00
22.95857,40.60347,2.413004E+00
22.95865,40.60320,2.435703E+00
22.95872,40.60294,2.454820E+00
22.95878,40.60266,2.464708E+00
22.95879,40.60238,2.460940E+00
22.95873,40.60210,2.442606E+00
22.95866,40.60183,2.416662E+00
22.95859,40.60156,2.387907E+00
22.95852,40.60129,2.361142E+00
22.95846,40.60101,2.339839E+00
22.95839,40.60074,2.325897E+00
22.95831,40.60047,2.318570E+00
22.95820,40.60023,2.313729E+00
22.95804,40.60004,2.308545E+00
22.95787,40.59986,2.302222E+00
22.95768,40.59973,2.294995E+00
22.95749,40.59960,2.288311E+00
22.95732,40.59941,2.282705E+00
22.95720,40.59919,2.276198E+00
22.95716,40.59891,2.265821E+00
22.95726,40.59866,2.254618E+00
22.95741,40.59846,2.246089E+00
22.95760,40.59831,2.241893E+00
22.95780,40.59822,2.242482E+00
22.95801,40.59815,2.245621E+00
22.95821,40.59806,2.248037E+00
22.95841,40.59795,2.249518E+00
22.95861,40.59783,2.250127E+00
22.95880,40.59769,2.249919E+00
22.95898,40.59754,2.249632E+00
22.95917,40.59738,2.249479E+00
22.95935,40.59723,2.249456E+00
22.95953,40.59707,2.248776E+00
22.95970,40.59689,2.247453E+00
22.95986,40.59670,2.244967E+00
22.95999,40.59647,2.240965E+00
22.96011,40.59624,2.233751E+00
22.96024,40.59600,2.223075E+00
22.96035,40.59576,2.208385E+00
22.96045,40.59550,2.191203E+00
22.96054,40.59524,2.173334E+00
22.96063,40.59498,2.156568E+00
22.96072,40.59472,2.142392E+00
22.96081,40.59446,2.131648E+00
22.96091,40.59421,2.124577E+00
22.96101,40.59396,2.120176E+00
22.96116,40.59375,2.117727E+00
22.96133,40.59357,2.116480E+00
22.96152,40.59345,2.116516E+00
22.96172,40.59332,2.117134E+00
22.96191,40.59320,2.118438E+00
22.96211,40.59308,2.120009E+00
22.96231,40.59298,2.121905E+00
22.96252,40.59289,2.123709E+00
22.96273,40.59281,2.125253E+00
22.96293,40.59273,2.125984E+00
22.96315,40.59269,2.126982E+00
22.96336,40.59267,2.127512E+00
22.96358,40.59266,2.127343E+00
22.96380,40.59268,2.126904E+00
22.96401,40.59271,2.125245E+00
22.96423,40.59273,2.122175E+00
22.96444,40.59275,2.117967E+00
22.96466,40.59278,2.113047E+00
22.96487,40.59280,2.107332E+00
22.96509,40.59282,2.101302E+00
22.96531,40.59285,2.095367E+00
22.96552,40.59287,2.089442E+00
22.96574,40.59289,2.083938E+00
22.96595,40.59292,2.079120E+00
22.96617,40.59294,2.074802E+00
22.96639,40.59296,2.071163E+00
22.96660,40.59299,2.068345E+00
22.96682,40.59301,2.066044E+00
22.96703,40.59303,2.064328E+00
22.96725,40.59306,2.063312E+00
22.96747,40.59308,2.062601E+00
22.96768,40.59310,2.062264E+00
22.96790,40.59313,2.062418E+00
22.96811,40.59315,2.062677E+00
22.96833,40.59317,2.063179E+00
22.96854,40.59320,2.064023E+00
22.96876,40.59322,2.064906E+00
22.96898,40.59324,2.065955E+00
22.96919,40.59327,2.067307E+00
22.96941,40.59329,2.068664E+00
22.96962,40.59330,2.069983E+00
22.96984,40.59331,2.071437E+00
22.97006,40.59329,2.072526E+00
22.97026,40.59318,2.072239E+00
22.97043,40.59302,2.070973E+00
22.97057,40.59279,2.068088E+00
22.97067,40.59254,2.064073E+00
22.97072,40.59226,2.058740E+00
22.97073,40.59198,2.052816E+00
22.97071,40.59169,2.046595E+00
22.97068,40.59141,2.040750E+00
22.97065,40.59113,2.035266E+00
22.97062,40.59084,2.030021E+00
22.97059,40.59056,2.025234E+00
22.97056,40.59027,2.020481E+00
22.97053,40.58999,2.015856E+00
22.97050,40.58971,2.011008E+00
22.97047,40.58942,2.005591E+00
22.97044,40.58914,1.999696E+00
22.97042,40.58886,1.993028E+00
22.97042,40.58857,1.985210E+00
22.97046,40.58829,1.976533E+00
22.97049,40.58800,1.967044E+00
22.97052,40.58772,1.957504E+00
22.97052,40.58743,1.948690E+00
22.97049,40.58715,1.941924E+00
22.97042,40.58688,1.937851E+00
22.97032,40.58663,1.936570E+00
22.97019,40.58639,1.937172E+00
22.97007,40.58616,1.938727E+00
22.96995,40.58592,1.940516E+00
22.96984,40.58567,1.942025E+00
22.96978,40.58540,1.942816E+00
22.96977,40.58511,1.942807E+00
22.96976,40.58483,1.942479E+00
22.96973,40.58454,1.941632E+00
22.96968,40.58427,1.940416E+00
22.96963,40.58399,1.938571E+00
22.96957,40.58371,1.936334E+00
22.96955,40.58343,1.933864E+00
22.96955,40.58314,1.931162E+00
22.96955,40.58286,1.928501E+00
