sids,lon,lat,depth,vs30,vs30measured,region,xvf,slope,geology
201,22.96306,40.61925,0.00000,4.48906E+02,0,2,-1.50000E+02,3.82132E-02,CENOZOIC
202,22.96311,40.61897,0.00000,4.48906E+02,0,2,-1.50000E+02,3.82132E-02,CENOZOIC
203,22.96311,40.61869,0.00000,4.48906E+02,0,2,-1.50000E+02,3.82132E-02,CENOZOIC
204,22.96306,40.61841,0.00000,4.48906E+02,0,2,-1.50000E+02,3.82132E-02,CENOZOIC
205,22.96297,40.61815,0.00000,4.48906E+02,0,2,-1.50000E+02,3.82132E-02,CENOZOIC
206,22.96285,40.61791,0.00000,4.48906E+02,0,2,-1.50000E+02,3.82132E-02,CENOZOIC
207,22.96272,40.61768,0.00000,4.48906E+02,0,2,-1.50000E+02,3.82132E-02,CENOZOIC
208,22.96257,40.61748,0.00000,4.48906E+02,0,2,-1.50000E+02,3.82132E-02,CENOZOIC
209,22.96240,40.61731,0.00000,4.48906E+02,0,2,-1.50000E+02,3.82132E-02,CENOZOIC
210,22.96221,40.61716,0.00000,4.48906E+02,0,2,-1.50000E+02,3.82132E-02,CENOZOIC
211,22.96202,40.61702,0.00000,4.48906E+02,0,2,-1.50000E+02,3.82132E-02,CENOZOIC
212,22.96183,40.61689,0.00000,4.48906E+02,0,2,-1.50000E+02,3.82132E-02,CENOZOIC
213,22.96164,40.61675,0.00000,4.48906E+02,0,2,-1.50000E+02,3.82132E-02,CENOZOIC
214,22.96145,40.61661,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
215,22.96126,40.61648,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
216,22.96107,40.61634,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
217,22.96088,40.61621,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
218,22.96069,40.61607,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
219,22.96050,40.61593,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
220,22.96031,40.61580,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
221,22.96012,40.61566,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
222,22.95992,40.61553,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
223,22.95973,40.61539,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
224,22.95954,40.61525,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
225,22.95935,40.61512,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
226,22.95916,40.61498,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
227,22.95897,40.61485,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
228,22.95878,40.61471,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
229,22.95859,40.61457,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
230,22.95840,40.61444,0.00000,3.91938E+02,0,2,-1.50000E+02,2.66517E-02,CENOZOIC
231,22.95821,40.61430,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
232,22.95802,40.61416,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
233,22.95783,40.61403,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
234,22.95764,40.61389,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
235,22.95745,40.61374,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
236,22.95733,40.61351,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
237,22.95724,40.61326,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
238,22.95721,40.61297,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
239,22.95723,40.61269,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
240,22.95725,40.61240,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
241,22.95727,40.61212,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
242,22.95729,40.61183,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
243,22.95731,40.61155,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
244,22.95734,40.61126,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
245,22.95736,40.61098,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
246,22.95738,40.61069,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
247,22.95740,40.61041,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
248,22.95742,40.61012,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
249,22.95745,40.60984,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
250,22.95747,40.60955,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
251,22.95749,40.60927,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
252,22.95751,40.60898,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
253,22.95753,40.60870,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
254,22.95756,40.60841,0.00000,3.61443E+02,0,2,-1.50000E+02,2.42215E-02,UNKNOWN
255,22.95758,40.60813,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
256,22.95760,40.60784,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
257,22.95762,40.60756,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
258,22.95764,40.60727,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
259,22.95767,40.60699,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
260,22.95770,40.60671,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
261,22.95775,40.60643,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
262,22.95781,40.60616,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
263,22.95789,40.60589,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
264,22.95796,40.60562,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
265,22.95804,40.60535,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
266,22.95811,40.60508,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
267,22.95819,40.60481,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
268,22.95827,40.60455,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
269,22.95834,40.60428,0.00000,3.61462E+02,0,2,-1.50000E+02,1.56729E-02,CENOZOIC
270,22.95842,40.60401,0.00000,3.61462E+02,0,2,-1.50000E+02,1.56729E-02,CENOZOIC
271,22.95849,40.60374,0.00000,3.61462E+02,0,2,-1.50000E+02,1.56729E-02,CENOZOIC
272,22.95857,40.60347,0.00000,3.61462E+02,0,2,-1.50000E+02,1.56729E-02,CENOZOIC
273,22.95865,40.60320,0.00000,3.61462E+02,0,2,-1.50000E+02,1.56729E-02,CENOZOIC
274,22.95872,40.60294,0.00000,3.61462E+02,0,2,-1.50000E+02,1.56729E-02,CENOZOIC
275,22.95878,40.60266,0.00000,3.61462E+02,0,2,-1.50000E+02,1.56729E-02,CENOZOIC
276,22.95879,40.60238,0.00000,3.61462E+02,0,2,-1.50000E+02,1.56729E-02,CENOZOIC
277,22.95873,40.60210,0.00000,3.61462E+02,0,2,-1.50000E+02,1.56729E-02,CENOZOIC
278,22.95866,40.60183,0.00000,3.61462E+02,0,2,-1.50000E+02,1.56729E-02,CENOZOIC
279,22.95859,40.60156,0.00000,3.61462E+02,0,2,-1.50000E+02,1.56729E-02,CENOZOIC
280,22.95852,40.60129,0.00000,3.61462E+02,0,2,-1.50000E+02,1.56729E-02,CENOZOIC
281,22.95846,40.60101,0.00000,3.61462E+02,0,2,-1.50000E+02,1.56729E-02,CENOZOIC
282,22.95839,40.60074,0.00000,3.61462E+02,0,2,-1.50000E+02,1.56729E-02,CENOZOIC
283,22.95831,40.60047,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
284,22.95820,40.60023,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
285,22.95804,40.60004,0.00000,3.51231E+02,0,2,-1.50000E+02,2.20586E-02,UNKNOWN
286,22.95787,40.59986,0.00000,3.63381E+02,0,2,-1.50000E+02,1.80584E-02,CENOZOIC
287,22.95768,40.59973,0.00000,3.63381E+02,0,2,-1.50000E+02,1.80584E-02,CENOZOIC
288,22.95749,40.59960,0.00000,3.63381E+02,0,2,-1.50000E+02,1.80584E-02,CENOZOIC
289,22.95732,40.59941,0.00000,3.63381E+02,0,2,-1.50000E+02,1.80584E-02,CENOZOIC
290,22.95720,40.59919,0.00000,3.63381E+02,0,2,-1.50000E+02,1.80584E-02,CENOZOIC
291,22.95716,40.59891,0.00000,3.63381E+02,0,2,-1.50000E+02,1.80584E-02,CENOZOIC
292,22.95726,40.59866,0.00000,3.63381E+02,0,2,-1.50000E+02,1.80584E-02,CENOZOIC
293,22.95741,40.59846,0.00000,3.63381E+02,0,2,-1.50000E+02,1.80584E-02,CENOZOIC
294,22.95760,40.59831,0.00000,3.63381E+02,0,2,-1.50000E+02,1.80584E-02,CENOZOIC
295,22.95780,40.59822,0.00000,3.63381E+02,0,2,-1.50000E+02,1.80584E-02,CENOZOIC
296,22.95801,40.59815,0.00000,3.63381E+02,0,2,-1.50000E+02,1.80584E-02,CENOZOIC
297,22.95821,40.59806,0.00000,3.63381E+02,0,2,-1.50000E+02,1.80584E-02,CENOZOIC
298,22.95841,40.59795,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
299,22.95861,40.59783,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
300,22.95880,40.59769,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
301,22.95898,40.59754,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
302,22.95917,40.59738,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
303,22.95935,40.59723,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
304,22.95953,40.59707,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
305,22.95970,40.59689,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
306,22.95986,40.59670,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
307,22.95999,40.59647,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
308,22.96011,40.59624,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
309,22.96024,40.59600,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
310,22.96035,40.59576,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
311,22.96045,40.59550,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
312,22.96054,40.59524,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
313,22.96063,40.59498,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
314,22.96072,40.59472,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
315,22.96081,40.59446,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
316,22.96091,40.59421,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
317,22.96101,40.59396,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
318,22.96116,40.59375,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
319,22.96133,40.59357,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
320,22.96152,40.59345,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
321,22.96172,40.59332,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
322,22.96191,40.59320,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
323,22.96211,40.59308,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
324,22.96231,40.59298,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
325,22.96252,40.59289,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
326,22.96273,40.59281,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
327,22.96293,40.59273,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
328,22.96315,40.59269,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
329,22.96336,40.59267,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
330,22.96358,40.59266,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
331,22.96380,40.59268,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
332,22.96401,40.59271,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
333,22.96423,40.59273,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
334,22.96444,40.59275,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
335,22.96466,40.59278,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
336,22.96487,40.59280,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
337,22.96509,40.59282,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
338,22.96531,40.59285,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
339,22.96552,40.59287,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
340,22.96574,40.59289,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
341,22.96595,40.59292,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
342,22.96617,40.59294,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
343,22.96639,40.59296,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
344,22.96660,40.59299,0.00000,3.68616E+02,0,2,-1.50000E+02,1.84413E-02,CENOZOIC
345,22.96682,40.59301,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
346,22.96703,40.59303,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
347,22.96725,40.59306,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
348,22.96747,40.59308,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
349,22.96768,40.59310,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
350,22.96790,40.59313,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
351,22.96811,40.59315,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
352,22.96833,40.59317,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
353,22.96854,40.59320,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
354,22.96876,40.59322,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
355,22.96898,40.59324,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
356,22.96919,40.59327,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
357,22.96941,40.59329,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
358,22.96962,40.59330,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
359,22.96984,40.59331,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
360,22.97006,40.59329,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
361,22.97026,40.59318,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
362,22.97043,40.59302,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
363,22.97057,40.59279,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
364,22.97067,40.59254,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
365,22.97072,40.59226,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
366,22.97073,40.59198,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
367,22.97071,40.59169,0.00000,3.86847E+02,0,2,-1.50000E+02,2.46374E-02,CENOZOIC
368,22.97068,40.59141,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
369,22.97065,40.59113,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
370,22.97062,40.59084,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
371,22.97059,40.59056,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
372,22.97056,40.59027,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
373,22.97053,40.58999,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
374,22.97050,40.58971,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
375,22.97047,40.58942,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
376,22.97044,40.58914,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
377,22.97042,40.58886,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
378,22.97042,40.58857,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
379,22.97046,40.58829,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
380,22.97049,40.58800,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
381,22.97052,40.58772,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
382,22.97052,40.58743,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
383,22.97049,40.58715,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
384,22.97042,40.58688,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
385,22.97032,40.58663,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
386,22.97019,40.58639,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
387,22.97007,40.58616,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
388,22.96995,40.58592,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
389,22.96984,40.58567,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
390,22.96978,40.58540,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
391,22.96977,40.58511,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
392,22.96976,40.58483,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
393,22.96973,40.58454,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
394,22.96968,40.58427,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
395,22.96963,40.58399,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
396,22.96957,40.58371,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
397,22.96955,40.58343,0.00000,3.69049E+02,0,2,-1.50000E+02,2.23813E-02,CENOZOIC
398,22.96955,40.58314,0.00000,3.58301E+02,0,2,-1.50000E+02,1.11031E-02,CENOZOIC
399,22.96955,40.58286,0.00000,3.58301E+02,0,2,-1.50000E+02,1.11031E-02,CENOZOIC
